date,family,quantity
2013-01-01,AUTOMOTIVE,539.0
2013-01-01,BEAUTY,220.0
2013-01-01,BEVERAGES,134704.0
2013-01-01,BREAD/BAKERY,30754.766
2013-01-01,CLEANING,79143.0
2013-01-01,DAIRY,45935.0
2013-01-01,DELI,16604.55798
2013-01-01,EGGS,19285.0
2013-01-01,FROZEN FOODS,11760.96
2013-01-01,GROCERY I,241910.0
2013-01-01,GROCERY II,2446.0
2013-01-01,HARDWARE,121.0
2013-01-01,LAWN AND GARDEN,234.0
2013-01-01,LINGERIE,635.0
2013-01-01,"LIQUOR,WINE,BEER",7006.0
2013-01-01,MEATS,29958.565
2013-01-01,PERSONAL CARE,17087.0
2013-01-01,POULTRY,18843.47697
2013-01-01,PREPARED FOODS,15528.269
2013-01-01,SEAFOOD,3679.544004
2013-02-01,AUTOMOTIVE,506.0
2013-02-01,BEAUTY,173.0
2013-02-01,BEVERAGES,113249.0
2013-02-01,BREAD/BAKERY,27622.757999999998
2013-02-01,CLEANING,68438.0
2013-02-01,DAIRY,43700.0
2013-02-01,DELI,15078.212
2013-02-01,EGGS,17532.0
2013-02-01,FROZEN FOODS,9626.55802
2013-02-01,GROCERY I,215495.0
2013-02-01,GROCERY II,2120.0
2013-02-01,HARDWARE,124.0
2013-02-01,HOME APPLIANCES,11.0
2013-02-01,LAWN AND GARDEN,183.0
2013-02-01,LINGERIE,778.0
2013-02-01,"LIQUOR,WINE,BEER",6556.0
2013-02-01,MEATS,26994.102
2013-02-01,PERSONAL CARE,13831.0
2013-02-01,POULTRY,16667.67198
2013-02-01,PREPARED FOODS,13079.989
2013-02-01,SEAFOOD,3762.260012
2013-03-01,AUTOMOTIVE,574.0
2013-03-01,BEAUTY,178.0
2013-03-01,BEVERAGES,141401.0
2013-03-01,BREAD/BAKERY,33254.92287
2013-03-01,CLEANING,79165.0
2013-03-01,DAIRY,53957.0
2013-03-01,DELI,17688.763
2013-03-01,EGGS,20239.0
2013-03-01,FROZEN FOODS,12292.364
2013-03-01,GROCERY I,244823.0
2013-03-01,GROCERY II,2609.0
2013-03-01,HARDWARE,134.0
2013-03-01,HOME APPLIANCES,105.0
2013-03-01,LAWN AND GARDEN,227.0
2013-03-01,LINGERIE,537.0
2013-03-01,"LIQUOR,WINE,BEER",8036.0
2013-03-01,MEATS,29534.8541
2013-03-01,PERSONAL CARE,12459.0
2013-03-01,POULTRY,18546.16803
2013-03-01,PREPARED FOODS,16604.85702
2013-03-01,PRODUCE,435.0
2013-03-01,SEAFOOD,4502.93898
2013-04-01,AUTOMOTIVE,645.0
2013-04-01,BEAUTY,185.0
2013-04-01,BEVERAGES,132401.0
2013-04-01,BREAD/BAKERY,31971.088
2013-04-01,CLEANING,74701.0
2013-04-01,DAIRY,49255.0
2013-04-01,DELI,17157.78
2013-04-01,EGGS,19315.0
2013-04-01,FROZEN FOODS,12607.42802
2013-04-01,GROCERY I,237864.0
2013-04-01,GROCERY II,2395.0
2013-04-01,HARDWARE,103.0
2013-04-01,HOME APPLIANCES,91.0
2013-04-01,LAWN AND GARDEN,218.0
2013-04-01,LINGERIE,521.0
2013-04-01,"LIQUOR,WINE,BEER",7630.0
2013-04-01,MEATS,28431.59694
2013-04-01,PERSONAL CARE,14435.0
2013-04-01,POULTRY,18195.69197
2013-04-01,PREPARED FOODS,14074.53084
2013-04-01,PRODUCE,763.0
2013-04-01,SEAFOOD,3994.10701
2013-05-01,AUTOMOTIVE,670.0
2013-05-01,BEAUTY,175.0
2013-05-01,BEVERAGES,129241.0
2013-05-01,BREAD/BAKERY,31649.69903
2013-05-01,CLEANING,73716.0
2013-05-01,DAIRY,50641.0
2013-05-01,DELI,17125.008
2013-05-01,EGGS,19750.0
2013-05-01,FROZEN FOODS,13724.909959999999
2013-05-01,GROCERY I,242045.0
2013-05-01,GROCERY II,2673.0
2013-05-01,HARDWARE,94.0
2013-05-01,HOME APPLIANCES,87.0
2013-05-01,LAWN AND GARDEN,283.0
2013-05-01,LINGERIE,429.0
2013-05-01,"LIQUOR,WINE,BEER",8811.0
2013-05-01,MEATS,30371.807
2013-05-01,PERSONAL CARE,12189.0
2013-05-01,POULTRY,19712.76996
2013-05-01,PREPARED FOODS,14038.51095
2013-05-01,PRODUCE,1016.0
2013-05-01,SEAFOOD,4238.673006
2013-06-01,AUTOMOTIVE,558.0
2013-06-01,BEAUTY,213.0
2013-06-01,BEVERAGES,129758.0
2013-06-01,BREAD/BAKERY,31564.99307
2013-06-01,CLEANING,73599.0
2013-06-01,DAIRY,50279.0
2013-06-01,DELI,16576.173
2013-06-01,EGGS,19922.0
2013-06-01,FROZEN FOODS,15368.20898
2013-06-01,GROCERY I,237982.0
2013-06-01,GROCERY II,2468.0
2013-06-01,HARDWARE,83.0
2013-06-01,HOME APPLIANCES,92.0
2013-06-01,LAWN AND GARDEN,318.0
2013-06-01,LINGERIE,577.0
2013-06-01,"LIQUOR,WINE,BEER",8898.0
2013-06-01,MEATS,29600.55894
2013-06-01,PERSONAL CARE,11553.0
2013-06-01,POULTRY,18809.81697
2013-06-01,PREPARED FOODS,13714.17408
2013-06-01,PRODUCE,1024.0
2013-06-01,SEAFOOD,3345.65999
2013-07-01,AUTOMOTIVE,534.0
2013-07-01,BEAUTY,268.0
2013-07-01,BEVERAGES,116986.0
2013-07-01,BREAD/BAKERY,28810.832000000002
2013-07-01,CLEANING,69828.0
2013-07-01,DAIRY,49342.0
2013-07-01,DELI,15341.195
2013-07-01,EGGS,18167.0
2013-07-01,FROZEN FOODS,15306.027
2013-07-01,GROCERY I,234664.0
2013-07-01,GROCERY II,2384.0
2013-07-01,HARDWARE,115.0
2013-07-01,HOME APPLIANCES,78.0
2013-07-01,LAWN AND GARDEN,206.0
2013-07-01,LINGERIE,451.0
2013-07-01,"LIQUOR,WINE,BEER",8345.0
2013-07-01,MEATS,28513.02
2013-07-01,PERSONAL CARE,11953.0
2013-07-01,POULTRY,17422.53397
2013-07-01,PREPARED FOODS,14369.28501
2013-07-01,PRODUCE,749.0
2013-07-01,SEAFOOD,3735.686991
2013-08-01,AUTOMOTIVE,490.0
2013-08-01,BEAUTY,268.0
2013-08-01,BEVERAGES,121577.0
2013-08-01,BREAD/BAKERY,29397.38403
2013-08-01,CLEANING,70777.0
2013-08-01,DAIRY,50221.0
2013-08-01,DELI,16301.04798
2013-08-01,EGGS,18265.0
2013-08-01,FROZEN FOODS,14585.036
2013-08-01,GROCERY I,243398.0
2013-08-01,GROCERY II,2312.0
2013-08-01,HARDWARE,131.0
2013-08-01,HOME APPLIANCES,66.0
2013-08-01,LAWN AND GARDEN,180.0
2013-08-01,LINGERIE,419.0
2013-08-01,"LIQUOR,WINE,BEER",8557.0
2013-08-01,MEATS,28276.05403
2013-08-01,PERSONAL CARE,12338.0
2013-08-01,POULTRY,18367.22
2013-08-01,PREPARED FOODS,13703.02893
2013-08-01,PRODUCE,837.0
2013-08-01,SEAFOOD,3638.601012
2013-09-01,AUTOMOTIVE,476.0
2013-09-01,BEAUTY,172.0
2013-09-01,BEVERAGES,134477.0
2013-09-01,BREAD/BAKERY,33516.35187
2013-09-01,CLEANING,72813.0
2013-09-01,DAIRY,51930.0
2013-09-01,DELI,17893.03402
2013-09-01,EGGS,19258.0
2013-09-01,FROZEN FOODS,15107.73298
2013-09-01,GROCERY I,249854.0
2013-09-01,GROCERY II,2534.0
2013-09-01,HARDWARE,120.0
2013-09-01,HOME APPLIANCES,71.0
2013-09-01,LAWN AND GARDEN,290.0
2013-09-01,LINGERIE,519.0
2013-09-01,"LIQUOR,WINE,BEER",7792.0
2013-09-01,MEATS,29393.3641
2013-09-01,PERSONAL CARE,13568.0
2013-09-01,POULTRY,18045.93194
2013-09-01,PREPARED FOODS,13322.82893
2013-09-01,PRODUCE,798.0
2013-09-01,SEAFOOD,3763.92198
2013-10-01,AUTOMOTIVE,497.0
2013-10-01,BEAUTY,236.0
2013-10-01,BEVERAGES,124148.0
2013-10-01,BREAD/BAKERY,33789.517
2013-10-01,CLEANING,69986.0
2013-10-01,DAIRY,51124.0
2013-10-01,DELI,17220.88998
2013-10-01,EGGS,18042.0
2013-10-01,FROZEN FOODS,14579.31598
2013-10-01,GROCERY I,247008.0
2013-10-01,GROCERY II,2426.0
2013-10-01,HARDWARE,127.0
2013-10-01,HOME APPLIANCES,58.0
2013-10-01,LAWN AND GARDEN,179.0
2013-10-01,LINGERIE,581.0
2013-10-01,"LIQUOR,WINE,BEER",7674.0
2013-10-01,MEATS,29938.5119
2013-10-01,PERSONAL CARE,12138.0
2013-10-01,POULTRY,18295.429959999998
2013-10-01,PREPARED FOODS,12820.55196
2013-10-01,PRODUCE,538.0
2013-10-01,SEAFOOD,3182.683
2013-11-01,AUTOMOTIVE,621.0
2013-11-01,BEAUTY,216.0
2013-11-01,BEVERAGES,131060.0
2013-11-01,BREAD/BAKERY,34237.11797
2013-11-01,CLEANING,71834.0
2013-11-01,DAIRY,67679.0
2013-11-01,DELI,17829.364
2013-11-01,EGGS,18960.0
2013-11-01,FROZEN FOODS,15986.50995
2013-11-01,GROCERY I,315937.0
2013-11-01,GROCERY II,2284.0
2013-11-01,HARDWARE,106.0
2013-11-01,HOME APPLIANCES,97.0
2013-11-01,LAWN AND GARDEN,173.0
2013-11-01,LINGERIE,535.0
2013-11-01,"LIQUOR,WINE,BEER",9481.0
2013-11-01,MEATS,30389.02696
2013-11-01,PERSONAL CARE,16175.0
2013-11-01,POULTRY,40759.151
2013-11-01,PREPARED FOODS,14260.93594
2013-11-01,PRODUCE,771.0
2013-11-01,SEAFOOD,3327.570008
2013-12-01,AUTOMOTIVE,613.0
2013-12-01,BEAUTY,242.0
2013-12-01,BEVERAGES,142792.0
2013-12-01,BREAD/BAKERY,32621.194
2013-12-01,CLEANING,81457.0
2013-12-01,DAIRY,83149.0
2013-12-01,DELI,19417.893
2013-12-01,EGGS,18760.0
2013-12-01,FROZEN FOODS,60848.8871
2013-12-01,GROCERY I,345746.0
2013-12-01,GROCERY II,3335.0
2013-12-01,HARDWARE,110.0
2013-12-01,HOME APPLIANCES,83.0
2013-12-01,LAWN AND GARDEN,366.0
2013-12-01,LINGERIE,488.0
2013-12-01,"LIQUOR,WINE,BEER",15232.0
2013-12-01,MEATS,30377.19079
2013-12-01,PERSONAL CARE,16977.0
2013-12-01,POULTRY,45592.9871
2013-12-01,PREPARED FOODS,14797.095
2013-12-01,PRODUCE,1100.0
2013-12-01,SEAFOOD,3355.311991
2014-01-01,AUTOMOTIVE,712.0
2014-01-01,BEAUTY,294.0
2014-01-01,BEVERAGES,264216.0
2014-01-01,BREAD/BAKERY,35618.966029999996
2014-01-01,CELEBRATION,1253.0
2014-01-01,CLEANING,80674.0
2014-01-01,DAIRY,79848.0
2014-01-01,DELI,17837.26962
2014-01-01,EGGS,19849.0
2014-01-01,FROZEN FOODS,15105.95702
2014-01-01,GROCERY I,258424.0
2014-01-01,GROCERY II,2494.0
2014-01-01,HARDWARE,174.0
2014-01-01,HOME AND KITCHEN I,2025.0
2014-01-01,HOME AND KITCHEN II,822.0
2014-01-01,HOME APPLIANCES,52.0
2014-01-01,HOME CARE,20443.0
2014-01-01,LADIESWEAR,977.0
2014-01-01,LAWN AND GARDEN,388.0
2014-01-01,LINGERIE,528.0
2014-01-01,"LIQUOR,WINE,BEER",8413.0
2014-01-01,MAGAZINES,164.0
2014-01-01,MEATS,26245.14814
2014-01-01,PERSONAL CARE,17252.0
2014-01-01,PET SUPPLIES,655.0
2014-01-01,PLAYERS AND ELECTRONICS,1532.0
2014-01-01,POULTRY,43992.45487
2014-01-01,PREPARED FOODS,15938.97504
2014-01-01,PRODUCE,321565.674
2014-01-01,SCHOOL AND OFFICE SUPPLIES,293.0
2014-01-01,SEAFOOD,3897.548495
2014-02-01,AUTOMOTIVE,547.0
2014-02-01,BEAUTY,187.0
2014-02-01,BEVERAGES,129620.0
2014-02-01,BREAD/BAKERY,30346.1829
2014-02-01,CLEANING,67621.0
2014-02-01,DAIRY,69863.0
2014-02-01,DELI,15359.43362
2014-02-01,EGGS,17820.0
2014-02-01,FROZEN FOODS,13947.10197
2014-02-01,GROCERY I,234679.0
2014-02-01,GROCERY II,1976.0
2014-02-01,HARDWARE,110.0
2014-02-01,HOME APPLIANCES,97.0
2014-02-01,LAWN AND GARDEN,328.0
2014-02-01,LINGERIE,546.0
2014-02-01,"LIQUOR,WINE,BEER",7859.0
2014-02-01,MEATS,26045.86363
2014-02-01,PERSONAL CARE,12991.0
2014-02-01,POULTRY,39493.90598
2014-02-01,PREPARED FOODS,13228.17503
2014-02-01,PRODUCE,774.0
2014-02-01,SEAFOOD,3450.210977
2014-03-01,AUTOMOTIVE,713.0
2014-03-01,BEAUTY,296.0
2014-03-01,BEVERAGES,295152.0
2014-03-01,BREAD/BAKERY,38356.751
2014-03-01,CELEBRATION,983.0
2014-03-01,CLEANING,83715.0
2014-03-01,DAIRY,83602.0
2014-03-01,DELI,19091.6265
2014-03-01,EGGS,21755.0
2014-03-01,FROZEN FOODS,15399.283
2014-03-01,GROCERY I,286898.0
2014-03-01,GROCERY II,2936.0
2014-03-01,HARDWARE,161.0
2014-03-01,HOME AND KITCHEN I,1953.0
2014-03-01,HOME AND KITCHEN II,988.0
2014-03-01,HOME APPLIANCES,88.0
2014-03-01,HOME CARE,19946.0
2014-03-01,LADIESWEAR,863.0
2014-03-01,LAWN AND GARDEN,477.0
2014-03-01,LINGERIE,584.0
2014-03-01,"LIQUOR,WINE,BEER",8773.0
2014-03-01,MAGAZINES,173.0
2014-03-01,MEATS,31051.4077
2014-03-01,PERSONAL CARE,12428.0
2014-03-01,PET SUPPLIES,959.0
2014-03-01,PLAYERS AND ELECTRONICS,1300.0
2014-03-01,POULTRY,46125.7143
2014-03-01,PREPARED FOODS,16484.307
2014-03-01,PRODUCE,331001.82
2014-03-01,SCHOOL AND OFFICE SUPPLIES,382.0
2014-03-01,SEAFOOD,4213.751986
2014-04-01,AUTOMOTIVE,660.0
2014-04-01,BEAUTY,196.0
2014-04-01,BEVERAGES,161846.0
2014-04-01,BREAD/BAKERY,33315.9109
2014-04-01,CLEANING,71550.0
2014-04-01,DAIRY,80563.0
2014-04-01,DELI,18146.279
2014-04-01,EGGS,19794.0
2014-04-01,FROZEN FOODS,14126.50997
2014-04-01,GROCERY I,266740.0
2014-04-01,GROCERY II,2359.0
2014-04-01,HARDWARE,93.0
2014-04-01,HOME APPLIANCES,83.0
2014-04-01,LAWN AND GARDEN,271.0
2014-04-01,LINGERIE,533.0
2014-04-01,"LIQUOR,WINE,BEER",8800.0
2014-04-01,MEATS,27733.0522
2014-04-01,PERSONAL CARE,14840.0
2014-04-01,POULTRY,39731.6948
2014-04-01,PREPARED FOODS,15905.13499
2014-04-01,PRODUCE,803.0
2014-04-01,SEAFOOD,3501.042703
2014-05-01,AUTOMOTIVE,477.0
2014-05-01,BEAUTY,128.0
2014-05-01,BEVERAGES,149653.0
2014-05-01,BREAD/BAKERY,35853.71607
2014-05-01,CLEANING,74227.0
2014-05-01,DAIRY,81588.0
2014-05-01,DELI,19348.48023
2014-05-01,EGGS,20419.0
2014-05-01,FROZEN FOODS,15768.415
2014-05-01,GROCERY I,273557.0
2014-05-01,GROCERY II,2905.0
2014-05-01,HARDWARE,101.0
2014-05-01,HOME APPLIANCES,44.0
2014-05-01,LAWN AND GARDEN,328.0
2014-05-01,LINGERIE,474.0
2014-05-01,"LIQUOR,WINE,BEER",9977.0
2014-05-01,MEATS,32152.047599999998
2014-05-01,PERSONAL CARE,17838.0
2014-05-01,POULTRY,43351.7068
2014-05-01,PREPARED FOODS,15099.94295
2014-05-01,PRODUCE,1036.0
2014-05-01,SEAFOOD,4281.832601
2014-06-01,AUTOMOTIVE,625.0
2014-06-01,BEAUTY,115.0
2014-06-01,BEVERAGES,151647.0
2014-06-01,BREAD/BAKERY,36501.275
2014-06-01,CLEANING,74865.0
2014-06-01,DAIRY,77794.0
2014-06-01,DELI,18229.20098
2014-06-01,EGGS,19450.0
2014-06-01,FROZEN FOODS,15209.51
2014-06-01,GROCERY I,260157.0
2014-06-01,GROCERY II,2751.0
2014-06-01,HARDWARE,89.0
2014-06-01,HOME APPLIANCES,40.0
2014-06-01,LAWN AND GARDEN,270.0
2014-06-01,LINGERIE,495.0
2014-06-01,"LIQUOR,WINE,BEER",11451.0
2014-06-01,MEATS,30550.41953
2014-06-01,PERSONAL CARE,16786.0
2014-06-01,POULTRY,40459.5078
2014-06-01,PREPARED FOODS,14568.84409
2014-06-01,PRODUCE,934.0
2014-06-01,SEAFOOD,3890.335894
2014-07-01,AUTOMOTIVE,573.0
2014-07-01,BEAUTY,324.0
2014-07-01,BEVERAGES,273735.0
2014-07-01,BREAD/BAKERY,37938.217
2014-07-01,CELEBRATION,625.0
2014-07-01,CLEANING,80218.0
2014-07-01,DAIRY,75140.0
2014-07-01,DELI,17558.982
2014-07-01,EGGS,20009.0
2014-07-01,FROZEN FOODS,15987.192
2014-07-01,GROCERY I,271062.0
2014-07-01,GROCERY II,2235.0
2014-07-01,HARDWARE,101.0
2014-07-01,HOME AND KITCHEN I,2682.0
2014-07-01,HOME AND KITCHEN II,870.0
2014-07-01,HOME CARE,19100.0
2014-07-01,LADIESWEAR,1059.0
2014-07-01,LAWN AND GARDEN,312.0
2014-07-01,LINGERIE,761.0
2014-07-01,"LIQUOR,WINE,BEER",9709.0
2014-07-01,MAGAZINES,152.0
2014-07-01,MEATS,29009.883139999998
2014-07-01,PERSONAL CARE,18566.0
2014-07-01,PET SUPPLIES,821.0
2014-07-01,PLAYERS AND ELECTRONICS,962.0
2014-07-01,POULTRY,40924.86697
2014-07-01,PREPARED FOODS,15320.72196
2014-07-01,PRODUCE,317894.559
2014-07-01,SCHOOL AND OFFICE SUPPLIES,209.0
2014-07-01,SEAFOOD,3748.293979
2014-08-01,AUTOMOTIVE,732.0
2014-08-01,BEAUTY,273.0
2014-08-01,BEVERAGES,170438.0
2014-08-01,BREAD/BAKERY,45571.4542
2014-08-01,CLEANING,84535.0
2014-08-01,DAIRY,83699.0
2014-08-01,DELI,19515.727030000002
2014-08-01,EGGS,23889.0
2014-08-01,FROZEN FOODS,17117.135
2014-08-01,GROCERY I,304385.0
2014-08-01,GROCERY II,2514.0
2014-08-01,HARDWARE,104.0
2014-08-01,HOME APPLIANCES,35.0
2014-08-01,LAWN AND GARDEN,352.0
2014-08-01,LINGERIE,709.0
2014-08-01,"LIQUOR,WINE,BEER",9529.0
2014-08-01,MEATS,34085.426
2014-08-01,PERSONAL CARE,20603.0
2014-08-01,POULTRY,47637.526
2014-08-01,PREPARED FOODS,15358.17502
2014-08-01,PRODUCE,1041.0
2014-08-01,SEAFOOD,4108.346995
2014-09-01,AUTOMOTIVE,799.0
2014-09-01,BEAUTY,366.0
2014-09-01,BEVERAGES,318312.0
2014-09-01,BREAD/BAKERY,51485.2111
2014-09-01,CELEBRATION,3023.0
2014-09-01,CLEANING,85877.0
2014-09-01,DAIRY,91739.0
2014-09-01,DELI,19856.823
2014-09-01,EGGS,24407.0
2014-09-01,FROZEN FOODS,16081.3
2014-09-01,GROCERY I,295769.0
2014-09-01,GROCERY II,2590.0
2014-09-01,HARDWARE,137.0
2014-09-01,HOME AND KITCHEN I,3478.0
2014-09-01,HOME AND KITCHEN II,1025.0
2014-09-01,HOME APPLIANCES,58.0
2014-09-01,HOME CARE,19531.0
2014-09-01,LADIESWEAR,1248.0
2014-09-01,LAWN AND GARDEN,310.0
2014-09-01,LINGERIE,608.0
2014-09-01,"LIQUOR,WINE,BEER",9131.0
2014-09-01,MAGAZINES,210.0
2014-09-01,MEATS,34582.4162
2014-09-01,PERSONAL CARE,18966.0
2014-09-01,PET SUPPLIES,700.0
2014-09-01,PLAYERS AND ELECTRONICS,1347.0
2014-09-01,POULTRY,50448.390999999996
2014-09-01,PREPARED FOODS,16259.85105
2014-09-01,PRODUCE,367752.226
2014-09-01,SCHOOL AND OFFICE SUPPLIES,1490.0
2014-09-01,SEAFOOD,4404.39301
2014-10-01,AUTOMOTIVE,829.0
2014-10-01,BEAUTY,395.0
2014-10-01,BEVERAGES,301475.0
2014-10-01,BREAD/BAKERY,48099.884
2014-10-01,CELEBRATION,669.0
2014-10-01,CLEANING,85288.0
2014-10-01,DAIRY,88576.0
2014-10-01,DELI,18940.406
2014-10-01,EGGS,23551.0
2014-10-01,FROZEN FOODS,15694.173999999999
2014-10-01,GROCERY I,307372.0
2014-10-01,GROCERY II,2660.0
2014-10-01,HARDWARE,124.0
2014-10-01,HOME AND KITCHEN I,3066.0
2014-10-01,HOME AND KITCHEN II,1160.0
2014-10-01,HOME APPLIANCES,51.0
2014-10-01,HOME CARE,20113.0
2014-10-01,LADIESWEAR,939.0
2014-10-01,LAWN AND GARDEN,354.0
2014-10-01,LINGERIE,630.0
2014-10-01,"LIQUOR,WINE,BEER",10003.0
2014-10-01,MAGAZINES,155.0
2014-10-01,MEATS,33511.57
2014-10-01,PERSONAL CARE,17916.0
2014-10-01,PET SUPPLIES,580.0
2014-10-01,PLAYERS AND ELECTRONICS,1394.0
2014-10-01,POULTRY,48064.0461
2014-10-01,PREPARED FOODS,16116.54607
2014-10-01,PRODUCE,356034.47
2014-10-01,SCHOOL AND OFFICE SUPPLIES,251.0
2014-10-01,SEAFOOD,4595.95099
